SL,STATE/UT,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,GOA,34,3,137,125,21,104,0,0,0,12,0,2,24,0,0,4,303,227,15,166,36,8,2,76,30,43,0,0,1,2,0,25,67,26,19,3,0,0,16,3,2,17,45,33,17,16,0,0,0,0,0,0,12,12,4,0,0,60,0,3,723,3,3,0,3,19,40,0,0,0,1,0,0,0,0,0,8,0,15,0,5,2,9,5,5,0,2,66,398,148,250,109,27,82,7,13,0,2,2,0,0,0,29,1,559,1,0,0,0,1,123,21,0,2,1,18,98,4,124,0,1484,0,0,203,7,61,135,1,1,2,3,1,6,18,43,8,4,96,35,1905,13
12,GUJARAT,982,115,5637,5597,1022,4575,0,1,0,39,6,470,933,34,2,143,9117,6496,541,5216,405,306,28,2621,1856,687,8,8,18,42,2,50,846,306,358,14,3,63,278,54,14,114,1198,609,413,196,0,3,24,393,0,0,169,7,2,2,0,486,3,18,20051,1,1,0,1,163,1083,23,10,4,9,21,80,0,29,20,56,45,247,0,19,50,470,78,74,4,75,1399,9487,5613,3874,2704,325,2379,408,498,8,138,138,0,12,3,407,2,13667,27,0,0,0,27,2695,368,60,23,61,224,1985,342,2722,0,227909,3,5,28520,21554,2555,4411,22261,6,111,63,42,197,214,466,3345,68,13012,17,296239,47770
13,HARYANA,1143,52,4423,4217,544,3673,0,7,6,193,251,609,1002,51,50,89,5699,4164,1403,1720,833,142,66,1535,1394,112,6,0,0,23,0,5847,2339,604,890,19,20,35,816,385,28,432,2949,201,84,117,0,16,23,955,787,0,967,8,4,1,0,1373,215,55,26160,6,6,0,6,0,2467,51,0,66,0,48,34,67,97,7,401,496,385,1,2,0,812,34,33,1,1500,4001,20657,14636,6021,6953,887,6066,306,657,40,151,150,1,13,1,1472,264,30514,18,0,0,0,18,5296,2034,585,455,210,784,2852,410,5314,5,4763,1,4,5430,351,4227,852,276,0,217,73,5,80,270,2009,4119,25,4008,183,21468,15813
14,HIMACHAL PRADESH,91,10,579,543,62,481,0,0,0,36,1,88,70,1,11,5,3950,3472,3018,226,127,100,1,478,462,1,0,0,14,1,0,436,538,232,144,72,1,0,71,30,11,121,343,142,39,103,0,1,2,191,1,0,6,0,0,0,0,331,3,15,6472,2,2,0,2,39,410,0,0,8,11,0,1,6,13,0,156,46,120,2,6,0,41,8,8,0,9,466,347,144,203,275,65,210,9,8,0,2,2,0,0,0,92,8,741,0,0,0,0,0,444,114,13,11,10,80,285,45,444,3,1559,0,0,1690,228,919,543,1175,0,5,21,0,27,68,1217,259,30,224,88,6366,312
15,JAMMU & KASHMIR,149,32,581,559,95,464,0,0,1,21,9,35,487,0,472,16,3035,2978,2355,9,587,26,1,57,44,0,0,0,12,1,0,860,1744,1639,15,3,0,0,12,56,3,31,868,278,35,243,0,20,0,449,0,0,121,1,0,0,0,243,10,11,8553,10,2,8,10,0,782,1,0,0,8,0,0,0,0,0,303,241,8,0,0,178,43,29,22,7,0,811,2064,998,1066,1136,195,941,1,70,1,5,5,0,0,0,48,0,3325,9,0,0,0,9,554,53,4,0,1,48,281,220,563,1,2880,0,0,4377,388,3846,143,0,0,34,29,0,9,105,1695,349,21,36,35,9571,2400
16,JHARKHAND,1592,37,2890,2671,1417,1254,13,10,0,196,275,82,2833,1,15,16,10249,7513,5816,800,72,50,775,2736,1954,594,1,1,30,5,151,160,1358,758,131,11,9,3,108,374,36,59,1564,498,40,458,15,42,24,518,231,0,236,103,7,1,0,1321,188,1,22693,56,0,56,56,47,2707,51,48,55,30,22,83,7,5,9,356,380,0,0,0,12,1649,16,16,0,0,2770,9470,4583,4887,1631,70,1561,678,652,9,119,118,1,4,1,381,423,13368,4,1,0,0,3,2775,515,111,76,115,213,1864,396,2779,18,611,0,0,1332,419,284,629,0,0,0,40,2,1,157,95,857,6,317,6,3442,5925
17,KARNATAKA,1331,72,9437,9111,991,8120,0,3,20,303,176,585,2568,24,93,164,15414,14103,2465,10504,900,215,19,1311,160,798,5,3,194,151,0,357,4751,3246,446,33,28,4,381,903,32,124,2253,2045,1734,311,0,3,44,51,26,0,84,13,0,0,0,504,11,2,37755,14,8,6,14,32,4553,10,3,15,59,95,148,5,112,68,1228,176,657,2,4,46,1925,109,109,0,305,4999,13871,7991,5880,4191,674,3517,134,1354,48,194,193,1,330,8,386,1,20517,22,0,0,0,22,4699,483,151,16,22,294,3905,311,4721,96,1466,0,38,25101,3325,8111,13665,1774,7,12,212,2,308,262,1466,2055,16,1882,70,34767,3577
18,KERALA,306,84,2291,2236,126,2110,0,5,0,50,6,46,610,1820,34,14,16238,14328,6406,7230,579,105,8,1910,526,1089,11,3,48,206,27,145,3890,2353,1078,26,18,17,1017,121,83,255,307,195,36,159,1,0,5,48,5,0,53,83,7,0,0,637,59,100,26677,0,0,0,0,2280,3520,0,0,0,628,0,0,37,6,0,67,101,711,0,1798,33,139,59,59,0,675,6534,2418,1020,1398,1619,376,1243,79,610,15,69,69,0,3,4,120,0,4937,23,1,0,0,22,8993,352,185,23,3,141,8404,237,9016,14,12071,0,1,69117,45494,4176,19447,4006,0,664,3,15,66,317,1698,2707,8,1219,442,92348,9587
19,LAKSHADWEEP,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,24,24,17,5,2,0,0,0,0,0,0,0,0,0,0,1,3,0,3,0,0,0,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,35,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,1,8,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,3,3,0,0,0,3,0,0,3,0,4,0,0,1,0,1,0,0,0,2,0,0,0,0,7,0,0,8,1,23,25
20,MADHYA PRADESH,2101,164,11173,10614,6664,3950,30,11,0,518,608,1132,1857,71,16,271,82960,77157,54130,18210,1404,1392,2021,5803,4604,579,13,4,68,221,314,1599,5378,2832,1470,40,59,65,1306,54,73,949,7320,6096,3686,2410,1,11,25,1025,32,0,130,34,8,4,1,2339,35,75,117146,0,0,0,0,2,1240,12,7,4,26,9,25,3,13,9,91,27,180,4,15,34,781,78,73,5,21,1341,23716,13101,10615,8288,725,7563,276,994,27,65,62,3,135,1,472,39,34013,49,1,0,20,28,2714,687,94,119,26,448,1719,308,2763,3,34753,2,47,34702,2759,26063,5880,238,11,10891,254,17,447,669,2865,5540,98,18022,200,108759,19859
21,MAHARASHTRA,2163,231,11174,10868,2179,8689,1,4,1,300,197,1385,3251,14,212,213,47014,39704,725,35112,2488,512,867,7310,3158,3891,7,3,108,141,2,759,9965,4485,2833,66,117,94,2556,433,201,2013,8103,7331,3867,3464,3,6,28,525,48,0,162,154,14,0,0,2061,3,84,86997,0,0,0,0,748,9157,26,2,1,15,125,279,2,354,286,1340,481,542,5,23,62,5614,99,91,8,691,10695,55730,21203,34527,12014,1616,10398,721,5054,81,473,471,2,202,2,1629,2,75908,54,0,0,1,53,10770,2738,347,186,539,1666,7341,691,10824,7,139753,2,294,18363,5698,4419,8246,13876,16,3883,362,30,491,1123,3140,6729,132,411,969,189581,20012
22,MANIPUR,46,1,113,112,62,50,0,0,0,1,1,8,109,0,1,0,162,15,0,5,10,0,0,147,64,77,0,0,1,0,5,1,61,53,2,0,0,0,2,1,2,3,81,3,1,2,0,3,8,19,23,1,24,6,0,0,0,32,5,0,627,22,15,7,22,1,60,0,5,0,1,1,3,2,0,0,8,0,0,0,6,8,26,22,22,0,0,83,659,515,144,57,2,55,59,3,0,0,0,0,8,0,18,0,804,0,0,0,0,0,136,9,0,0,0,9,104,23,136,2,0,5,6,320,6,137,177,0,0,0,0,4,15,21,16,7,19,21,8,444,233
23,MEGHALAYA,79,6,107,107,35,72,0,0,0,0,1,0,58,0,0,7,165,74,37,24,8,4,1,91,43,44,2,0,2,0,0,17,86,50,24,0,1,0,23,4,3,5,91,43,4,39,0,0,15,1,15,0,17,0,0,0,0,67,19,2,705,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15,15,0,0,17,711,151,560,230,65,165,39,54,2,23,22,1,0,1,47,0,1107,4,0,0,0,4,294,24,9,2,13,0,237,33,298,0,137,0,0,84,17,36,31,0,0,0,1,11,28,39,24,17,15,189,16,561,183
24,MIZORAM,28,6,36,34,27,7,0,0,0,2,0,0,10,2,0,0,104,58,22,16,8,11,1,46,29,16,0,0,0,1,0,8,26,15,8,0,0,0,8,0,1,2,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,33,1,2,259,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,676,119,557,421,168,253,11,8,0,1,1,0,0,1,25,0,1143,0,0,0,0,0,101,0,0,0,0,0,81,20,101,0,56,0,0,22,7,9,6,0,0,0,1,2,37,22,30,7,1,31,3,212,70
25,NAGALAND,25,4,39,30,16,14,0,0,0,9,1,0,24,0,1,2,32,15,7,1,4,2,1,17,7,2,0,0,0,0,8,0,7,3,3,0,0,0,3,1,0,0,24,11,4,7,0,0,3,0,0,0,10,0,0,0,0,4,0,0,163,3,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,386,272,114,71,7,64,131,23,0,0,0,0,0,0,17,0,628,2,2,0,0,0,82,22,11,4,3,4,46,14,84,0,73,0,0,11,4,1,6,0,0,0,0,0,3,1,0,2,1,9,2,102,40
26,ODISHA,1470,4,4569,4546,3735,811,0,0,0,23,320,18,4135,0,42,2,18257,17403,17020,313,36,24,10,854,822,18,11,1,1,1,0,461,12605,7533,1407,0,0,0,1407,3232,94,339,4179,3907,3666,241,0,2,5,194,10,0,61,85,9,0,0,1211,144,30,47541,2,0,2,2,96,2059,3,0,30,37,15,8,0,0,0,116,49,1,0,0,0,1800,7,7,0,45,2207,10412,3439,6973,4500,65,4435,869,2162,4,307,307,0,207,1,486,1,18949,18,0,0,0,18,3524,66,2,11,12,41,3451,7,3542,4,2015,0,27,5271,2494,1311,1466,4,1,80,1,0,27,428,28,3659,3,22027,615,34190,2102
27,PUDUCHERRY,39,2,137,0,0,0,0,0,0,137,2,5,31,3,0,1,704,653,577,49,17,10,0,51,6,45,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,19,19,0,19,0,0,0,0,0,0,0,0,0,0,0,8,0,0,976,0,0,0,0,166,33,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,20,4,4,0,0,203,323,152,171,43,4,39,12,16,0,3,3,0,7,0,4,0,408,2,0,0,0,2,43,10,0,0,0,10,33,0,45,0,0,0,0,811,48,424,339,0,0,0,0,0,0,9,15,9,0,0,0,844,4249
28,PUNJAB,757,135,2717,2676,1316,1360,1,1,4,35,63,552,961,83,35,47,6614,4756,1919,2231,431,168,7,1858,1204,552,6,3,58,35,0,282,731,357,206,1,0,6,199,73,7,88,1399,68,32,36,0,3,3,1200,0,0,125,8,0,0,0,502,53,58,14997,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,2,20,35,6401,3090,3311,2913,491,2422,137,102,3,39,39,0,91,0,262,965,10913,25,0,0,0,25,3203,738,51,15,4,668,2421,44,3228,0,13035,29,1,1422,33,336,1053,357,1,13,162,7,11,87,1235,1271,8,49,28,17716,2978
29,RAJASTHAN,1719,96,8557,8044,1733,6311,0,23,0,490,479,285,2062,661,17,125,33711,32906,30346,777,1682,92,9,805,694,20,3,7,48,30,3,1374,8661,6869,769,4,1,14,750,554,71,398,6234,2689,908,1781,0,3,34,1147,11,0,2350,21,3,0,0,5310,965,97,70377,4,4,0,4,3942,342,3,0,4,0,0,0,17,2,0,35,0,4,1,0,2,274,132,114,18,3,4419,28695,19063,9632,5828,944,4884,765,1155,2,76,76,0,69,1,357,2,36950,49,1,0,0,48,18122,3227,50,493,164,2520,12228,2667,18171,0,462,0,0,10756,367,7999,2390,15,1,0,60,3,37,459,4430,13765,12,36,85,30121,33237
30,SIKKIM,11,2,31,24,3,21,0,0,0,7,0,0,7,0,1,4,62,24,7,14,2,1,0,38,16,12,0,0,2,8,0,1,18,9,6,4,0,0,2,1,0,2,32,31,27,4,1,0,0,0,0,0,0,0,0,0,0,12,1,0,182,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,1,4,29,6,23,27,9,18,1,4,0,0,0,0,0,1,14,0,76,0,0,0,0,0,29,4,2,0,0,2,17,8,29,0,45,0,1,96,11,35,50,0,0,0,0,0,4,13,7,1,3,2,0,172,41
31,TAMIL NADU,1661,72,8365,8076,618,7458,0,1,0,288,40,343,2548,11,151,24,36569,35828,17068,17092,1012,618,38,741,250,304,2,3,125,56,1,380,892,701,115,6,3,6,100,24,25,27,765,96,7,89,1,2,30,460,81,0,95,9,0,0,0,389,15,1,52235,0,0,0,0,3007,2122,4,56,0,73,69,79,0,126,41,536,355,480,1,0,3,299,328,303,25,256,5713,12492,5952,6540,4275,798,3477,967,2023,64,128,128,0,68,13,141,2,20173,38,3,0,0,35,2719,387,159,23,16,189,2110,222,2757,4,4605,1,12,38173,536,34240,3397,3550,3,6533,23,4,227,463,581,689,188,5435,31,60522,750300
32,TRIPURA,114,1,186,179,83,96,0,2,0,5,23,27,117,0,0,3,1205,261,178,67,16,0,0,944,692,245,3,0,2,1,1,8,115,61,20,0,0,0,20,27,1,6,127,43,16,27,0,2,4,54,17,0,7,1,0,0,0,79,13,0,2019,1,1,0,1,1,83,0,0,0,22,0,0,1,0,0,7,7,12,0,3,5,26,5,5,0,0,89,353,148,205,133,4,129,36,4,0,3,3,0,0,0,35,0,564,2,0,0,0,2,171,3,0,0,0,3,140,28,173,0,23,0,0,287,9,7,271,0,0,0,3,0,14,49,62,356,11,57,3,865,299
33,UTTAR PRADESH,3779,1439,19247,17513,13862,3651,0,29,6,1699,2274,715,4210,1994,17,163,69611,55473,35280,14502,1495,1799,2397,14138,12202,977,30,4,418,490,17,294,9864,3836,3889,46,56,46,3741,1728,85,326,12913,4636,1139,3497,0,265,31,7709,1,0,271,9,1,0,0,2769,251,180,129730,7,7,0,7,182,6126,0,0,0,1,116,142,1,10,9,514,679,445,6,1,29,4173,249,243,6,4,6561,33250,19019,14231,6361,269,6092,666,1633,121,120,120,0,190,137,4455,3360,50293,55,2,0,0,53,12198,2677,390,323,116,1848,6808,2713,12253,17,40361,120,39,19362,4986,5463,8913,11,4,2388,217,26,87,330,6416,14454,166,39568,28,123594,32672
34,UTTARAKHAND,160,29,373,361,199,162,0,0,2,10,65,43,186,7,5,7,523,444,301,86,55,2,0,79,68,9,1,0,0,1,0,8,474,455,10,1,2,0,7,2,0,7,768,243,209,34,14,0,3,63,0,0,445,7,1,0,0,487,12,6,3161,0,0,0,0,3,676,0,0,0,10,0,0,1,0,0,21,0,0,0,0,0,644,17,16,1,0,696,1458,573,885,351,67,284,17,128,1,6,6,0,1,0,174,1,2137,6,0,0,0,6,1065,561,44,40,30,447,183,321,1071,0,951,0,0,294,168,47,79,0,0,7,2,2,0,9,40,668,3,389,43,2408,4339
35,WEST BENGAL,1948,284,4932,4864,131,4733,0,3,0,65,522,813,12725,2442,4,27,26822,7725,5700,1841,76,99,9,19097,14666,4347,51,11,5,2,15,1097,2488,1397,246,1,0,0,245,512,97,236,9309,5479,1289,4190,0,14,49,852,30,0,2885,27,0,2,0,1128,872,8,65450,2,2,0,2,565,933,6,0,0,36,0,0,0,2,0,10,8,18,0,0,21,832,42,40,2,0,1540,9242,2276,6966,96,13,83,470,318,1,53,52,1,1681,0,1503,447,13811,109,0,0,0,109,7097,168,14,60,5,89,6225,704,7206,0,3307,0,19,6000,171,1414,4415,353,0,0,6,7,5,397,670,19962,115,1242,446,32529,37522
